0.03978   1.02147
0.04956   1.03278
0.05935   1.04602
0.06913   1.06089
0.07891   1.07718
0.08869   1.09491
0.09847   1.11436
0.10830   1.13623
0.11800   1.16067
0.12780   1.18880
0.13760   1.22046
0.14740   1.25533
0.15720   1.29262
0.16690   1.33060
0.17670   1.36833
0.18650   1.40299
0.19630   1.43207
0.20610   1.45368
0.21580   1.46743
0.22560   1.47527
0.23540   1.47986
0.24520   1.48370
0.25500   1.48782
0.26470   1.49191
0.27450   1.49532
0.28430   1.49770
0.29410   1.49929
0.30380   1.49998
0.31360   1.49844
0.32340   1.49185
0.33320   1.47749
0.34290   1.45549
0.35270   1.42898
0.36250   1.40425
0.37230   1.38654
0.38200   1.37799
0.39180   1.37768
0.40160   1.38347
0.41130   1.39327
0.42110   1.40648
0.43090   1.42328
0.44060   1.44409
0.45040   1.46957
0.46020   1.49881
0.46990   1.52995
0.47970   1.56158
0.48950   1.59148
0.49920   1.61799
