 3.978200E-02  1.472371E-03
 4.956400E-02  2.268734E-03
 5.934600E-02  3.207684E-03
 6.912800E-02  4.251823E-03
 7.891000E-02  5.343677E-03
 8.869200E-02  6.411896E-03
 9.847000E-02  7.386705E-03
 1.082600E-01  8.226640E-03
 1.180400E-01  8.930480E-03
 1.278200E-01  9.537553E-03
 1.376000E-01  1.010009E-02
 1.473800E-01  1.066349E-02
 1.571800E-01  1.126057E-02
 1.669400E-01  1.190457E-02
 1.767200E-01  1.259706E-02
 1.865000E-01  1.331151E-02
 1.962800E-01  1.401612E-02
 2.060600E-01  1.471652E-02
 2.158400E-01  1.553091E-02
 2.256200E-01  1.673982E-02
 2.354000E-01  1.873028E-02
 2.451800E-01  2.181501E-02
 2.549600E-01  2.606459E-02
 2.647200E-01  3.127204E-02
 2.745200E-01  3.706880E-02
 2.842800E-01  4.286448E-02
 2.940800E-01  4.809754E-02
 3.038200E-01  5.217499E-02
 3.136200E-01  5.483182E-02
 3.233800E-01  5.612059E-02
 3.331800E-01  5.665592E-02
 3.429200E-01  5.749303E-02
 3.527200E-01  5.976907E-02
 3.624800E-01  6.392798E-02
 3.722600E-01  6.937766E-02
 3.820200E-01  7.485131E-02
 3.918000E-01  7.933108E-02
 4.015800E-01  8.244106E-02
 4.113200E-01  8.434515E-02
 4.211200E-01  8.531116E-02
 4.308800E-01  8.536478E-02
 4.406400E-01  8.440636E-02
 4.504200E-01  8.245257E-02
 4.601800E-01  7.983438E-02
 4.699400E-01  7.709728E-02
 4.797200E-01  7.477042E-02
 4.894800E-01  7.318012E-02
 4.992200E-01  7.240140E-02
 5.090200E-01  7.237980E-02
 5.187800E-01  7.303285E-02
 5.285200E-01  7.425435E-02
 5.382800E-01  7.593229E-02
 5.480800E-01  7.796114E-02
 5.578200E-01  8.025885E-02
 5.675800E-01  8.287127E-02
 5.773200E-01  8.582395E-02
 5.870800E-01  8.902015E-02
