
 0.397800E-01  0.167089E+01  0.175464E-02
 0.495600E-01  0.140647E+01  0.161501E-02
 0.593500E-01  0.115881E+01  0.148419E-02
 0.691300E-01  0.927036E+00  0.129884E-02
 0.789100E-01  0.741768E+00  0.976257E-03
 0.886900E-01  0.589825E+00  0.851781E-03
 0.984700E-01  0.471841E+00  0.746733E-03
 0.108300E+00  0.378864E+00  0.674461E-03
 0.118000E+00  0.308214E+00  0.606232E-03
 0.127800E+00  0.253647E+00  0.554274E-03
 0.137600E+00  0.207400E+00  0.515006E-03
 0.147400E+00  0.170525E+00  0.479690E-03
 0.157200E+00  0.139114E+00  0.455622E-03
 0.166900E+00  0.112440E+00  0.427214E-03
 0.176700E+00  0.912140E-01  0.403190E-03
 0.186500E+00  0.726962E-01  0.385114E-03
 0.196300E+00  0.583919E-01  0.364808E-03
 0.206100E+00  0.476761E-01  0.351447E-03
 0.215800E+00  0.384410E-01  0.335265E-03
 0.225600E+00  0.321671E-01  0.323895E-03
 0.235400E+00  0.267138E-01  0.317413E-03
 0.245200E+00  0.231811E-01  0.310816E-03
 0.255000E+00  0.187851E-01  0.307392E-03
 0.264700E+00  0.156681E-01  0.297511E-03
 0.274500E+00  0.137124E-01  0.290270E-03
 0.284300E+00  0.115309E-01  0.283528E-03
 0.294100E+00  0.104152E-01  0.281910E-03
 0.303800E+00  0.865315E-02  0.275872E-03
 0.313600E+00  0.801098E-02  0.270486E-03
 0.323400E+00  0.734850E-02  0.267108E-03
 0.333200E+00  0.623276E-02  0.265613E-03
 0.342900E+00  0.649330E-02  0.257908E-03
