0.0209   1.0043
0.0258   1.0066
0.0375   1.0138
0.0492   1.0239
0.0610   1.0372
0.0727   1.0537
0.0845   1.0738
0.0962   1.0982
0.1079   1.1275
0.1197   1.1629
0.1314   1.2036
0.1432   1.2516
0.1549   1.3080
0.1666   1.3735
0.1784   1.4455
0.1901   1.5122
0.2018   1.5345
0.2136   1.4886
0.2253   1.3807
0.2370   1.2710
0.2488   1.2073
0.2605   1.1936
0.2722   1.2139
0.2840   1.2498
0.2957   1.2917
0.3074   1.3325
0.3192   1.3661
0.3309   1.3869
0.3426   1.3930
0.3544   1.3879
0.3661   1.3775
0.3778   1.3681
0.3895   1.3647
0.4013   1.3699
0.4130   1.3826
0.4247   1.4005
0.4364   1.4212
0.4482   1.4428
0.4599   1.4633
0.4716   1.4810
0.4833   1.4952
0.4950   1.5052
0.5067   1.5110
0.5185   1.5127
0.5302   1.5106
0.5419   1.5051
0.5536   1.4975
0.5653   1.4884
0.5770   1.4785
0.5887   1.4683
