2.73325E-02   1.007863
2.99107E-02   1.009346
3.81612E-02   1.015333
4.64115E-02   1.022771
5.46620E-02   1.031877
6.29124E-02   1.042963
7.11628E-02   1.056373
7.94133E-02   1.071646
8.76636E-02   1.087329
9.59140E-02   1.104366
1.04164E-01   1.121718
1.12415E-01   1.136881
1.20665E-01   1.145831
1.28916E-01   1.144736
1.37166E-01   1.138207
1.45417E-01   1.130307
1.53667E-01   1.124169
1.61917E-01   1.121591
1.70167E-01   1.122464
1.78418E-01   1.125669
1.86669E-01   1.130143
1.94919E-01   1.136047
2.03170E-01   1.143481
2.11419E-01   1.152247
2.19670E-01   1.161132
2.27920E-01   1.166294
2.36171E-01   1.165745
2.44422E-01   1.158195
2.52672E-01   1.144605
2.60923E-01   1.128867
2.69172E-01   1.118171
2.77423E-01   1.117391
2.85674E-01   1.124604
2.93924E-01   1.137202
3.02174E-01   1.152030
3.10424E-01   1.165342
3.18675E-01   1.171014
3.26925E-01   1.167909
3.35176E-01   1.158696
3.43426E-01   1.147801
3.51677E-01   1.140258
3.59927E-01   1.139734
3.68177E-01   1.148381
3.76428E-01   1.161310
3.84678E-01   1.175864
3.92929E-01   1.189946
4.01179E-01   1.201609
4.09430E-01   1.208183
4.17680E-01   1.207481
4.25930E-01   1.200997
4.34181E-01   1.190305
4.42431E-01   1.178317
4.50681E-01   1.168568
4.58932E-01   1.164409
4.67183E-01   1.165077
4.75432E-01   1.168131
4.83683E-01   1.171879
4.91934E-01   1.175093
5.00184E-01   1.177074
5.08434E-01   1.177371
5.16684E-01   1.176734
5.24935E-01   1.175620
5.33185E-01   1.174329
5.41435E-01   1.173022
5.49686E-01   1.171691
5.57937E-01   1.170073
5.66188E-01   1.168057
5.74437E-01   1.165666
5.82688E-01   1.163029
5.90938E-01   1.160390
5.99189E-01   1.158142
6.07439E-01   1.156659
6.15690E-01   1.155896
6.23940E-01   1.155756
6.32190E-01   1.156003
6.40441E-01   1.156347
6.48691E-01   1.156330
6.56942E-01   1.155667
6.65191E-01   1.154309
6.73442E-01   1.152266
6.81693E-01   1.149650
6.89944E-01   1.146629
6.98194E-01   1.143594
7.06444E-01   1.140896
7.14695E-01   1.138754
7.22945E-01   1.137355
7.31195E-01   1.136784
7.39446E-01   1.137095
7.47696E-01   1.138048
7.55947E-01   1.139197
7.64196E-01   1.140231
7.72447E-01   1.140900
