qProtL_13_bsub	rProtL_13_bsub	sProtL_13_bsub
0.00669105679885462	203.330422205023	21.5893678402098
0.00691887618820057	188.172585905156	17.7915810063146
0.0071544524344168	180.320614385909	13.0287016305812
0.00739804964344082	171.490543580499	10.9459522548269
0.00764994091333131	161.463604205652	9.12692321942762
0.0079104086404081	155.070657045898	9.11330479173547
0.00817974483581283	145.76849330012	8.61068894223932
0.00845825145284491	135.801698659624	7.27548868308331
0.00874624072543909	127.121528860192	6.9059408680948
0.0090440355181639	122.442528843817	6.4266669252254
0.00935196968813266	115.315523416624	5.90734760768461
0.00967038845923212	109.357990786201	5.43525612275081
0.00999964880908792	103.401902693172	5.00482284258645
0.0103401198691997	100.201303943349	4.32916517359792
0.0106921833386937	93.4570913829673	4.21251955450041
0.011056233912156	86.5608623948377	3.86022363625772
0.0114326797220252	82.2793793417629	3.67422945033743
0.0118219427960384	77.6724968701292	3.30067433357224
0.0122244595302437	74.4465710986078	3.10067586847455
0.0126406811781075	72.9668991482369	2.9556382412999
0.0130710743562623	69.5396011066532	2.6210466170697
0.0135161215674632	65.628114326671	2.61650749623547
0.0139763217413341	61.6105984208741	2.34373409560498
0.0144521907935109	58.2528100637155	2.26440367159539
0.0149442622038049	56.1201936051442	2.01826108643063
0.0154530876140318	54.8745485560296	1.99044929778659
0.0159792374461753	52.9150081427272	1.8485317416762
0.0165233015415737	51.0958493016179	1.71051870210094
0.0170858898218446	49.5138077745731	1.65943193314145
0.0176676329722831	47.0432650654668	1.55040206291691
0.0182691831484974	46.1998682191582	1.46756055077488
0.0188912147070688	44.4184969293827	1.38200521949009
0.0195344249610503	43.1734854593761	1.32456753283347
0.0201995349611452	42.5591368887183	1.24564446975901
0.020887290303437	40.4636950581358	1.19336728433408
0.0215984619645668	39.2713414610419	1.16112879131126
0.0223338471652904	38.5743426813828	1.09217689047202
0.0230942702633726	38.2575247338025	1.03999379346643
0.0238805836768122	37.3038789410024	1.00103096634637
0.0246936688384222	36.3582673824506	0.963577581576581
