qpl07m_4ms_avg_bsub	rpl07m_4ms_avg_bsub	spl07m_4ms_avg_bsub
0.00639260223754419	20.0597712665871	4.76350047317941
0.00678026775854091	14.2816373566225	2.59563198701788
0.00719144236911196	14.7440434288188	1.7885387820297
0.0076275517152763	14.9392073699102	1.64463665489194
0.0080901078958152	13.646406168194	1.33768037461806
0.00858071470452846	14.3115655838787	1.22977545867244
0.00910107319030166	15.8341854305731	1.05081102887112
0.00965298755423926	13.4903943073377	0.862324401865017
0.0102383714042823	13.6808105163396	0.805821194004746
0.0108592543889639	13.0652494558776	0.712283175740889
0.0115177892332627	12.6201365029967	0.60347170932052
0.0122162592009036	13.0146920258173	0.528522630446157
0.0129570860089195	13.1980504553334	0.513403672014574
0.0137428382218512	11.8649921497724	0.428915778997474
0.0145762401546067	11.6433950304369	0.392199317072584
0.0154601813147531	11.9654121532379	0.354438225905408
0.0163977264168632	11.6180000560264	0.309751801188549
0.0173921260035018	11.2303071484883	0.292672895186336
0.0184468277095127	11.9708050567334	0.283150035148678
0.0195654882084657	11.0945675900446	0.284236604415513
0.0207519858824508	11.1072941693078	0.267568011734574
0.0220104342588687	10.6650710809767	0.259823057721116
0.0233451962604725	10.8222247246493	0.253103075942969
0.0247608993176709	10.7047033923192	0.233246262788955
0.0262624513950145	10.6928910548376	0.230632986469561
0.0278550579868667	10.5032513408397	0.21705657412203
0.0295442401405089	10.2286252427809	0.20773297101478
0.0313358535683633	9.75933540123316	0.196802068557126
0.0332361089146357	9.49522151751139	0.185891864037354
0.0352515932454968	9.26683323355742	0.17753082363705
0.037389292835941	9.03507562290571	0.169564985576209
0.0396566173306925	8.79118556846227	0.161030070622899
0.0420614253609756	8.58280507529012	0.152608199014193
0.0446120517036365	8.10632478832985	0.145725325275288
0.047317336074003	8.05031642970425	0.137372949280558
0.0501866536489918	7.29694615438896	0.131523124953921
0.0532299474223365	7.10126401425129	0.124279553075934
0.0564577624993928	6.92739029317688	0.118272238095356
0.0598812824447932	6.55006414348861	0.11206063696209
0.0635123678022516	6.05242482757669	0.109896637438202
0.0673635969120541	5.8904652316027	0.117805065660308
0.0714483091581877	5.37589756923069	0.117988545037202
0.0757806507836419	4.80171070150137	0.115197422535332
0.0803756234191172	4.70655164084554	0.113809888633257
0.0852491354771587	4.24441022533556	0.110961656473216
0.0904180565705403	3.7588704467419	0.108573598412612
0.0959002751204754	3.39940574402857	0.106096152703175
0.101714759326843	3.26217328180645	0.103008030117742
0.107881621678969	2.95247850217061	0.100650686899651
0.114422187191461	2.51933271179914	0.0979946799459337
0.121359065554964	2.25438472041883	0.094453434692387
0.128716227396322	2.32582266256335	0.0921091428595458
0.136519084846155	1.83652555946357	0.0891517018996985
0.144794576614076	1.83844788216648	0.0865831880207135
0.153571257772214	1.55819606343707	0.0838808544459818
0.162879394445971	1.28527787327264	0.0814620415069449
0.172751063606448	1.27108966395397	0.0787036393166462
0.183220258151067	1.1505024301329	0.0765826510743964
0.194322997446811	0.813479094844453	0.124510691268762
0.206097443493245	9.21801466379072	4.29090894295553
