qProtL_4_bsub	rProtL_4_bsub	sProtL_4_bsub
0.00669105679885462	60.7834355403686	12.1363011523428
0.00691887618820057	58.2674608999539	10.011250777675
0.0071544524344168	59.180563999976	7.3231288295783
0.00739804964344082	53.8549581121704	6.17292384909553
0.00764994091333131	55.3478142884964	5.13915298490095
0.0079104086404081	56.4849744974299	5.13955690271747
0.00817974483581283	56.4718221931248	4.86794761019694
0.00845825145284491	54.6142859308358	4.10942125854011
0.00874624072543909	52.998315869112	3.90396786475257
0.0090440355181639	52.9096640278584	3.63472465271681
0.00935196968813266	52.4003683174313	3.35228599542444
0.00967038845923212	51.0579129611263	3.07883979181262
0.00999964880908792	50.9536011887065	2.84148929368677
0.0103401198691997	50.6336500599609	2.46324792278164
0.0106921833386937	50.1469636405095	2.40112610104164
0.011056233912156	49.43692628716	2.20428547135666
0.0114326797220252	48.3772753134085	2.10286767532897
0.0118219427960384	48.4958429570912	1.89185602742245
0.0122244595302437	48.354268405371	1.78196751559763
0.0126406811781075	48.4056874063166	1.70285469764563
0.0130710743562623	46.7090386594104	1.51446358441644
0.0135161215674632	46.621229969556	1.51891900830224
0.0139763217413341	46.1519006222489	1.36286792876298
0.0144521907935109	45.5513079186178	1.3207402255327
0.0149442622038049	44.4898100881868	1.17975608170268
0.0154530876140318	45.2715543847595	1.16692529320573
0.0159792374461753	44.1861594794207	1.08797142976235
0.0165233015415737	43.616877951916	1.0068184041173
0.0170858898218446	43.8803900212593	0.981641230214196
0.0176676329722831	43.6975258854181	0.919989110045277
0.0182691831484974	43.2239369850661	0.872333502844758
0.0188912147070688	42.4388970019042	0.822765011061616
0.0195344249610503	42.3653291541286	0.791517558934475
0.0201995349611452	42.7003618929631	0.746960768370665
0.020887290303437	41.6044494940348	0.716971650339222
0.0215984619645668	41.3399609053601	0.699226375688721
0.0223338471652904	40.9808066877713	0.657858395949767
0.0230942702633726	40.4305212043171	0.627214942957062
0.0238805836768122	40.0663845213949	0.605351289772772
0.0246936688384222	39.4975336020998	0.58356468329644
0.0255344371828254	39.5516910465629	0.544814649823276
0.0264038311669584	39.1315155488743	0.526587466536251
0.0273028253252161	38.5256325458379	0.515554798266657
0.0282324273604041	38.0923091739125	0.498458937183549
0.0291936792717063	37.2571545273689	0.462448863465285
0.0301876585209134	36.8976176698434	0.461545276931911
0.0312154792382012	36.6796776201184	0.448552426950587
0.0322782934687869	36.0200192165093	0.440120721837749
