qProtL_8_bsub	rProtL_8_bsub	sProtL_8_bsub
0.00669105679885462	90.6908470811582	18.016199794495
0.00691887618820057	91.3865589569712	14.8613264337919
0.0071544524344168	82.3791112281762	10.8556212473382
0.00739804964344082	79.365907476	9.15146030632622
0.00764994091333131	78.5762880087833	7.62249550469465
0.0079104086404081	76.5587451409289	7.62387676434066
0.00817974483581283	74.5445292556617	7.21568493243907
0.00845825145284491	73.8142353248065	6.09724351070272
0.00874624072543909	71.3334495657115	5.79601902449427
0.0090440355181639	68.9387997822392	5.38668777106789
0.00935196968813266	68.6380237746101	4.9697722339416
0.00967038845923212	65.0977025281955	4.56788230935332
0.00999964880908792	62.9780688116057	4.21466651380347
0.0103401198691997	61.2103429432637	3.6510091345517
0.0106921833386937	59.8484811284563	3.55333898895651
0.011056233912156	57.3581346195928	3.26086098644765
0.0114326797220252	54.9646746458157	3.10852140121328
0.0118219427960384	54.2185114797464	2.79806054250762
0.0122244595302437	53.0811737627598	2.63750981828678
0.0126406811781075	52.6809079693057	2.51785364650946
0.0130710743562623	52.6482274412301	2.2420250847233
0.0135161215674632	52.0614874957983	2.24142917425548
0.0139763217413341	51.4869396502557	2.0126067769997
0.0144521907935109	50.6870076566607	1.95014702870253
0.0149442622038049	49.0039693141765	1.73963049728517
0.0154530876140318	47.2736152027079	1.71831209341555
0.0159792374461753	46.7634198019624	1.60100371808623
0.0165233015415737	46.4829433454499	1.48289404869929
0.0170858898218446	45.9749248311066	1.44603276487842
0.0176676329722831	45.3915183540687	1.35362006750799
0.0182691831484974	43.9631669851769	1.28276998361264
0.0188912147070688	43.6230823561819	1.21019394873144
0.0195344249610503	42.6224716010288	1.1618442268966
0.0201995349611452	41.7995494101673	1.09570012773446
0.020887290303437	41.6216879208928	1.0530968564787
0.0215984619645668	40.6999796878413	1.02559761188958
0.0223338471652904	40.4462878593883	0.966084931333481
0.0230942702633726	39.9770483394955	0.919774162492499
0.0238805836768122	39.7965773457208	0.888154326262441
0.0246936688384222	39.1085390479738	0.856127922573717
0.0255344371828254	38.7719025335029	0.79849354001854
0.0264038311669584	38.3337180164682	0.771739244001112
0.0273028253252161	37.5623686237095	0.754744993944935
0.0282324273604041	37.17866981024	0.729880464714632
0.0291936792717063	36.6824069422022	0.676446785043595
0.0301876585209134	35.8781359154503	0.675545618269694
0.0312154792382012	35.4448401056727	0.655925157547991
0.0322782934687869	34.4542733022475	0.643564077609324
0.0333772924618377	34.3166005012988	0.630971932273186
0.0345137080030496	33.7300823752772	0.631641360999952
0.03568881379236	32.664934602241	0.619330027411561
0.0369039268683067	32.4607173062034	0.599777694882741
0.0381604090805925	32.0003862302245	0.591314123650006
0.0394596686124675	30.8817413129217	0.579442426368647
0.0408031615545895	30.6534810700625	0.568241740135603
0.0421923935320799	29.8259358917331	0.541723411297963
0.0436289213865426	29.5509119799937	0.532937910170663
0.0451143549148729	28.8422595855833	0.521698160445242
0.046650358666739	27.9018870175451	0.507411555944432
0.0482386538026773	27.1513412924081	0.495855554633339
0.0498810200148033	26.345337801905	0.475219507704881
0.051579297512202	25.4579607227011	0.469835034877888
0.0533353890731239	24.9629880543874	0.453685751322255
0.0551512621661772	24.0355985820847	0.439772677402529
0.0570289511427736	23.3543847694828	0.427715176645418
0.0589705595031499	22.5310608589921	0.415987299596768
0.0609782622383591	21.8689696772917	0.40536185901712
0.063054308250691	20.9265917249206	0.393245585890716
0.065201022855055	20.0789155529008	0.383531553716333
0.0674208103639285	19.4727047978968	0.370394412552212
0.0697161567585479	18.6295303673954	0.361480165063055
0.0720896324490903	17.9202151460121	0.350824141351939
0.0745438951266702	17.0247680763549	0.340451340529208
0.0770816927100489	16.459058439547	0.328867472428781
0.0797058663900289	15.661357766012	0.321409448753094
0.0824193537745794	14.7944208387156	0.31173667220759
0.085225192137816	14.1414388020913	0.302100746049081
0.0881265217760273	13.4762557016304	0.293729629197909
0.0911265894740183	12.828342158602	0.284899309851045
0.0942287520851093	12.1121977735779	0.277400363648902
0.0974364802281996	11.6993965731227	0.268411678747757
0.100753362105373	11.2742870580232	0.26190799605027
0.104183107443586	10.2031799772119	0.253456914847647
0.107729551564047	10.0338320412916	0.246169271042915
0.111396659582939	9.33154864909109	0.240329768027284
0.115188530747203	8.94417201402659	0.23226986894349
0.119109402909147	8.4339522541745	0.226613728677424
0.123163657143671	8.10955717790766	0.220330960403451
0.127355822511942	7.8141055623955	0.213608074163104
0.131690580975384	7.35407163363355	0.207983045060691
0.136172772463836	6.89119225619295	0.202038689850419
0.140807400101751	6.65093383265425	0.196726354566551
0.145599635596299	6.3066378390866	0.191038899811049
0.150554824791186	6.05430718017753	0.185869631269587
0.155678493389986	5.66114010034735	0.180780012773832
0.16097635285268	5.57250461403423	0.176011328026377
0.166454306469052	5.18584628310822	0.171490644714161
0.172118455612431	5.0814146847147	0.166824091215812
0.17797510617717	4.75086387267591	0.162416785780078
0.184030775203037	4.62385673537025	0.158232110080878
0.190292197689525	4.44381451143661	0.154385982975632
0.196766333602804	4.25882289934363	0.150797791271889
0.203460375077763	4.09548555001179	0.146999654187965
0.210381753817241	3.90109285283533	0.146500850307574
0.217538148690143	3.82059428546567	0.144825793825928
0.224937493529682	3.70260638057178	0.144496586520599
0.232587985132458	3.64050781925765	0.139078981807412
0.240498091458472	3.50414408775266	0.13453407865169
0.248676560031486	3.36087348422745	0.130653017206583
0.257132426538374	3.38186453879959	0.129625245418645
0.265875023625178	3.32087148953075	0.131740335664613
0.27491398988664	3.06772517229246	0.139502784415703
0.284259279044797	3.02588527518913	0.143726532249661
0.293921169311002	3.05243928561245	0.14823323951158
0.303910272924274	3.00626156528557	0.155391563883247
0.314237545857332	2.95429433174806	0.170131095115372
0.324914297679842	2.8034893569945	0.182815793598043
0.335952201566464	3.03746676868478	0.194478496742752
0.347363304435056	2.94772030722388	0.256649828156262
0.359160037197935	8.74414356081492	19.6535947453981
