qgdp_f73_pl07m_001_bsub	rgdp_f73_pl07m_001_bsub	sgdp_f73_pl07m_001_bsub
4.0865363367455e-05	2.8627305982851	1.0251826445478
4.59720308775094e-05	2.78166401864466	0.60765976860546
5.17168433482587e-05	2.26815862872748	0.701546800774128
5.81795451692144e-05	2.80634685066542	0.377957254342229
6.54498457659315e-05	2.7896926717195	0.313360293230147
7.3628664840511e-05	2.97465421002278	0.240327517231061
8.28295332152277e-05	2.77328294665034	0.251387802728045
9.3180168722298e-05	2.99286843782587	0.166708304933827
0.000104824249012026	2.81262125962968	0.184160720834392
0.000117923405884231	2.77628306186097	0.169693302971814
0.000132659468821863	2.77703017107047	0.144935902592815
0.000149236988863662	2.72445978808373	0.133895626004504
0.000167886077842537	2.87063357210896	0.113866247770683
0.000188865602391973	2.70502608432153	0.111216790068941
0.000212466777044769	2.7698579037536	0.0961893012016388
0.000239017206285042	2.62630478454626	0.0992225372290001
0.000268885431642294	2.4912531556652	0.099339150929823
0.000302486046921684	2.68365930506738	0.0782468353639833
0.000340285452544445	2.41995903340595	0.0972235832492916
0.000382808328835611	2.68915686261377	0.0760201799484225
0.000430644918065439	2.57260364797398	0.0803967996914057
0.000484459216263982	2.61506211010987	0.0744647906114119
0.000544998188439981	2.3402075430948	0.0939176594455994
0.000613102135019836	2.53457343578761	0.0726305163367886
0.0006897163532755	2.33542353347889	0.0859097928582319
0.000775904255451707	2.44919135971175	0.0729320979509772
0.000872862125480056	2.54094623577688	0.0646539701505419
0.000981935718857905	2.36451977199076	0.0719299839427296
0.00110463893578553	2.32111288287798	0.070985183393579
0.00124267482634596	2.46866540847696	0.0592565501188629
0.00139795921877175	2.35383031569224	0.0630161411447882
0.00157264729811298	2.3690767722934	0.0591082439897229
0.00176916350339692	2.39035376436231	0.0548789475213255
0.00199023515720794	2.26669261335898	0.0587410544300524
0.00223893029314014	2.33810654020613	0.0518901944665258
0.00251870020448386	2.25597309140228	0.0538518618422307
0.00283342730258471	2.28826133402167	0.0496144920880997
0.00318747894643784	2.24426122866045	0.0491238929198964
0.00358576798723309	2.04371742868063	0.0564876092075716
0.00403382086384849	2.10257618596373	0.0523856792417614
0.0045378541889297	2.02665988720389	0.0603211974258513
0.00510486088156396	1.98542760751994	0.0632034961964966
0.00574270703319229	1.96595553554419	0.0629629590427961
0.00646024084001174	1.85721454795486	0.0690905334565968
0.00726741509960295	1.99008853572941	0.0593939002910746
0.00817542495399342	1.8497797050013	0.0663222698032271
0.00919686276818287	1.73746753527714	0.0722771543364111
0.0103458922649176	1.67539960685182	0.0747517876694674
0.0116384442960843	1.52661922408943	0.0844755259423631
0.0130924369216777	1.59868258955114	0.0767794038697036
0.014728022792374	1.44095080871814	0.0866668464773057
0.0165678671951416	1.39700047890502	0.087836398774756
0.0186374605272316	1.04970776667192	0.119669981823777
0.0209654694168495	1.02785492844713	0.118740936690387
0.0235841312137397	0.796358333238727	0.144457570540846
0.0265296971350862	0.862357636908612	0.131558512759701
0.029842929977159	0.700039405608327	0.148884760900415
0.0335696629969435	0.412272167130032	0.193020733752739
0.0377614273367134	0.763973447163975	0.221694374429934
0.0424761562144513	NAN	0.420081869765155
