qgdp_f71_pl07m_001_bsub	rgdp_f71_pl07m_001_bsub	sgdp_f71_pl07m_001_bsub
4.0865363367455e-05	2.94577761527762	0.944629675771991
4.59720308775094e-05	3.59781655331129	0.273108435491387
5.17168433482587e-05	2.74267713392311	0.438891681688116
5.81795451692144e-05	2.97911381366487	0.319068679106851
6.54498457659315e-05	2.32906373755081	0.492865939608549
7.3628664840511e-05	2.9657796504388	0.24240845884499
8.28295332152277e-05	2.75028996232783	0.257077257756666
9.3180168722298e-05	2.760344418817	0.208691572820223
0.000104824249012026	2.8005939764153	0.186304833507252
0.000117923405884231	2.816976360654	0.163202804224487
0.000132659468821863	2.72786276430283	0.151914045477365
0.000149236988863662	2.63068720902963	0.146424520621547
0.000167886077842537	2.58991151153826	0.148527092579595
0.000188865602391973	2.70351718220229	0.11137512725347
0.000212466777044769	2.36945732686301	0.140407915359332
0.000239017206285042	2.6404231854325	0.0979191600039983
0.000268885431642294	2.57745462620135	0.0916193965591112
0.000302486046921684	2.68594638414724	0.0780815588396178
0.000340285452544445	2.54672805700195	0.0863725340187084
0.000382808328835611	2.64071912946711	0.0794774824308283
0.000430644918065439	2.39647737993642	0.0946750032791646
0.000484459216263982	2.56016249704482	0.0783102585992437
0.000544998188439981	2.56141255536423	0.0765446389058566
0.000613102135019836	2.55766819764296	0.0711086412561394
0.0006897163532755	2.50189313899387	0.0736705437598876
0.000775904255451707	2.50521441889443	0.0692742079283669
0.000872862125480056	2.51922602955673	0.0659510661059508
0.000981935718857905	2.42216512135006	0.0682047301884559
0.00110463893578553	2.46423402750721	0.0622081194974617
0.00124267482634596	2.44558706425494	0.0605244474311912
0.00139795921877175	2.34091426941577	0.0637729773877107
0.00157264729811298	2.46044031481425	0.0543448095129033
0.00176916350339692	2.42137897398731	0.0533357893884283
0.00199023515720794	2.392757561754	0.0522811940824138
0.00223893029314014	2.28735668185845	0.0543837684062325
0.00251870020448386	2.40948700180268	0.0467318857992361
0.00283342730258471	2.33339262888889	0.0475851730735904
0.00318747894643784	2.30071746637563	0.0466177780701025
0.00358576798723309	2.1796024901627	0.0497324685604984
0.00403382086384849	2.1888803929744	0.0483247886799447
0.0045378541889297	2.13726446459262	0.0543767457551
0.00510486088156396	2.14221329418437	0.0545475801094967
0.00574270703319229	2.01271493148241	0.0602468391985727
0.00646024084001174	1.98439837589045	0.061254098821184
0.00726741509960295	2.01828486670406	0.0578371756587987
0.00817542495399342	1.8673629647758	0.0652244769432918
0.00919686276818287	1.87744969773309	0.0632626375702394
0.0103458922649176	1.83061396365748	0.0644644631036243
0.0116384442960843	1.68834997172333	0.0723279458720456
0.0130924369216777	1.50255787287252	0.0842164033917862
0.014728022792374	1.44831967909922	0.0860525113385412
0.0165678671951416	1.59237883708994	0.072766916123283
0.0186374605272316	1.07881338286226	0.11631971545411
0.0209654694168495	1.21947277597169	0.0985252276033836
0.0235841312137397	1.17651029149028	0.0996418251739733
0.0265296971350862	1.06282950982607	0.108146393946143
0.029842929977159	0.855889258979727	0.127776848891325
0.0335696629969435	0.132465390848502	0.254515127413793
0.0377614273367134	0.437362713608334	0.305732033343687
0.0424761562144513	NAN	6.23502477777626
