qgdp_f70_pl07m_001_bsub	rgdp_f70_pl07m_001_bsub	sgdp_f70_pl07m_001_bsub
4.0865363367455e-05	3.58476087556565	0.505343147717816
4.59720308775094e-05	3.47287950742865	0.308399623786473
5.17168433482587e-05	2.82166079902523	0.406040901344494
5.81795451692144e-05	3.08659085602479	0.287246618533607
6.54498457659315e-05	3.09036758400521	0.233674614292663
7.3628664840511e-05	3.03426109599358	0.226818782105033
8.28295332152277e-05	2.01269505853355	0.530074412690549
9.3180168722298e-05	2.87544444014636	0.186691953690195
0.000104824249012026	2.61280259266785	0.22334927602503
0.000117923405884231	2.78651682567068	0.168036141183243
0.000132659468821863	2.82313929409512	0.138695708124584
0.000149236988863662	2.86077702886192	0.117650415660637
0.000167886077842537	2.62952213880887	0.143029222891453
0.000188865602391973	2.75099367989029	0.106505510083954
0.000212466777044769	2.53315167711633	0.120178437888485
0.000239017206285042	2.49779801381075	0.111967878742802
0.000268885431642294	2.65052109001874	0.0855752567823383
0.000302486046921684	2.62989617909903	0.0822422756344335
0.000340285452544445	2.55716335324357	0.0855387929682511
0.000382808328835611	2.65940839787096	0.0781237802811634
0.000430644918065439	2.52712487227595	0.0838476985875787
0.000484459216263982	2.56593474945108	0.0778960098919511
0.000544998188439981	2.57626534967251	0.0755092631591498
0.000613102135019836	2.3947998226461	0.0826248159893457
0.0006897163532755	2.54279136966026	0.0709607317219547
0.000775904255451707	2.51711142856532	0.0685232618366526
0.000872862125480056	2.44278529566863	0.0707448909864354
0.000981935718857905	2.42887331668074	0.067784915728102
0.00110463893578553	2.33874648053214	0.0698351721288128
0.00124267482634596	2.48427975004672	0.0584150396855782
0.00139795921877175	2.32667347015061	0.0646187785536326
0.00157264729811298	2.40329483685491	0.0572734086330042
0.00176916350339692	2.34694909079504	0.0571192173499495
0.00199023515720794	2.41052762069552	0.0514339471633937
0.00223893029314014	2.29302260901843	0.0540990971002899
0.00251870020448386	2.26392487585314	0.0534557728050687
0.00283342730258471	2.23379562925976	0.0521879377200604
0.00318747894643784	2.24175833048807	0.049238287877573
0.00358576798723309	2.16801401822549	0.0502735797661734
0.00403382086384849	2.10981406405705	0.0520315507275389
0.0045378541889297	2.10951752076689	0.0558070578244753
0.00510486088156396	2.0305318223695	0.0605733647094944
0.00574270703319229	1.95922810704465	0.0633642560707721
0.00646024084001174	1.86109382971217	0.0688365270716026
0.00726741509960295	1.9704122683044	0.0605064349893619
0.00817542495399342	1.77862684146595	0.0709665454318971
0.00919686276818287	1.72766691286141	0.0729567039117581
0.0103458922649176	1.74120479142092	0.0701951259770688
0.0116384442960843	1.56607590184564	0.0813286302897237
0.0130924369216777	1.61695417904255	0.0754447249463157
0.014728022792374	1.37086702347909	0.0927413160928593
0.0165678671951416	1.19314468596496	0.10703184917674
0.0186374605272316	1.00665928218044	0.124807311456632
0.0209654694168495	1.24049935946505	0.0965335184616605
0.0235841312137397	1.08256001496418	0.109187569077062
0.0265296971350862	0.818463705001586	0.137341319163046
0.029842929977159	0.35397707127715	0.209359758341971
0.0335696629969435	0.5468760568056	0.169033852673368
0.0377614273367134	0.52609685554508	0.280123153965669
0.0424761562144513	NAN	0.613036685291615
