qpl13m_4ms_avg_bsub	rpl13m_4ms_avg_bsub	spl13m_4ms_avg_bsub
0.00639260223754419	27.9706403155835	10.0767548132285
0.00678026775854091	35.5325755381255	5.51436897721148
0.00719144236911196	26.5266881213527	3.7844243969568
0.0076275517152763	28.7292417042817	3.49567678404372
0.0080901078958152	30.3288570582686	2.84326470687195
0.00858071470452846	33.167919037015	2.62212387889642
0.00910107319030166	28.5461786641395	2.23596439649466
0.00965298755423926	24.6762564112361	1.84127148973961
0.0102383714042823	26.7060036669412	1.72196067995696
0.0108592543889639	25.9434604053823	1.52711248062815
0.0115177892332627	23.0800823817827	1.29174856571661
0.0122162592009036	23.9379583068764	1.13897588938605
0.0129570860089195	24.5503631544448	1.10372408273201
0.0137428382218512	23.5687485936243	0.92805187895062
0.0145762401546067	21.4264334289694	0.855543686510405
0.0154601813147531	22.6208648629967	0.772170383509985
0.0163977264168632	23.0745413148988	0.680719792749845
0.0173921260035018	21.3928378460576	0.642160058962261
0.0184468277095127	21.7565537952112	0.624768681119526
0.0195654882084657	21.1784450356356	0.630579382417143
0.0207519858824508	21.0165901869645	0.593915958777546
0.0220104342588687	20.7208814610668	0.57576799106624
0.0233451962604725	20.4524358006077	0.56305120833764
0.0247608993176709	20.7801016088162	0.52109338689926
0.0262624513950145	19.6234084440728	0.513557143172613
0.0278550579868667	19.6392009221124	0.484681826823251
0.0295442401405089	19.2060824941083	0.465294020514527
0.0313358535683633	19.1196950093326	0.440299020330908
0.0332361089146357	19.0730795502468	0.415287157167057
0.0352515932454968	17.4884573957648	0.396564207389191
0.037389292835941	17.1644657761666	0.378096954534114
0.0396566173306925	16.4769980885869	0.358331516589055
0.0420614253609756	16.0090528917747	0.340310651746325
0.0446120517036365	14.9794090566039	0.323195121172597
0.047317336074003	15.2311837769983	0.305519984950805
0.0501866536489918	14.2504423682473	0.291718959033059
0.0532299474223365	13.5823302976341	0.275934034466215
0.0564577624993928	13.0849987381543	0.261494057590954
0.0598812824447932	12.2934387593192	0.247722225526753
0.0635123678022516	11.0177490901463	0.241889277747056
0.0673635969120541	10.3487687611122	0.259490700596188
0.0714483091581877	9.97967923606761	0.25885287706261
0.0757806507836419	8.9846798671817	0.253415842965383
0.0803756234191172	8.72584907015847	0.249185635137717
0.0852491354771587	7.47094805278818	0.242617117363337
0.0904180565705403	7.19886353355528	0.236927805533428
0.0959002751204754	6.97118338327743	0.23111164960758
0.101714759326843	5.80283691086331	0.22425070665898
0.107881621678969	5.45176770972997	0.219232946858211
0.114422187191461	5.16368834855419	0.213003731213351
0.121359065554964	4.53648792667585	0.20532417252678
0.128716227396322	4.12844649413009	0.199697902695396
0.136519084846155	3.73486426702064	0.19285660477242
0.144794576614076	3.32555588531903	0.187295584492118
0.153571257772214	2.84050161607119	0.180888111936295
0.162879394445971	2.70883382590291	0.17587144703528
0.172751063606448	2.4575094271409	0.16974219008457
0.183220258151067	2.16383314404524	0.165000411561825
0.194322997446811	1.87452519346584	0.268804918794037
0.206097443493245	22.0002409520921	9.97250434017045
