qpl13m_33ms_avg_bsub	rpl13m_33ms_avg_bsub	spl13m_33ms_avg_bsub
0.00639260223754419	36.8617855788463	9.25946662003186
0.00678026775854091	38.0182631536143	5.07333694576401
0.00719144236911196	40.4476633814077	3.48683262723624
0.0076275517152763	39.931882000296	3.21981706671279
0.0080901078958152	33.4516285680126	2.61598399304065
0.00858071470452846	36.3969704851614	2.4192522803634
0.00910107319030166	34.2424921007614	2.05881478551071
0.00965298755423926	33.3341436774962	1.69691514982335
0.0102383714042823	28.5001809319028	1.59160716031254
0.0108592543889639	31.6730720670112	1.41108979676034
0.0115177892332627	31.2342556897312	1.20005378019854
0.0122162592009036	29.5860543699912	1.05609744024642
0.0129570860089195	30.0272018619319	1.03065033864887
0.0137428382218512	29.9615484981263	0.868204733292728
0.0145762401546067	28.3033447238369	0.79926978685699
0.0154601813147531	27.9157773890225	0.720297468080981
0.0163977264168632	28.0832779352721	0.637205092055353
0.0173921260035018	27.5552788186046	0.602094987335524
0.0184468277095127	27.9294932248914	0.583928554913888
0.0195654882084657	27.2209491623591	0.591064221898876
0.0207519858824508	26.983699740374	0.556144823042472
0.0220104342588687	26.0851626456214	0.544389399398177
0.0233451962604725	26.2885657498673	0.529697874042269
0.0247608993176709	25.7770973558726	0.490653718965184
0.0262624513950145	25.1644747950914	0.483007035852898
0.0278550579868667	24.4041700311763	0.454690139593647
0.0295442401405089	23.8190093155368	0.436542785863193
0.0313358535683633	23.9737542996131	0.413991003257022
0.0332361089146357	23.4071014582279	0.390773250662437
0.0352515932454968	22.9600929595669	0.373914661350664
0.037389292835941	22.2610037977038	0.355924726035067
0.0396566173306925	20.9279294888598	0.33740263446724
0.0420614253609756	20.8473546390195	0.31949707178044
0.0446120517036365	20.2970856222875	0.303495498188692
0.047317336074003	18.8204689616216	0.285245368594221
0.0501866536489918	18.4545446485395	0.273966430860986
0.0532299474223365	17.6159146658336	0.258778321747284
0.0564577624993928	16.6472493381596	0.245356188109733
0.0598812824447932	15.6595470566385	0.231974510152832
0.0635123678022516	15.1471551716134	0.227244380922376
0.0673635969120541	13.2663536993429	0.242437446119765
0.0714483091581877	12.7147233588704	0.241554933040988
0.0757806507836419	11.9209464752067	0.236163594568279
0.0803756234191172	10.9859511934817	0.232322055751144
0.0852491354771587	10.2495794350414	0.226057667210411
0.0904180565705403	9.08801651643284	0.220344240827964
0.0959002751204754	8.90996572649819	0.215061595283928
0.101714759326843	7.83003804227438	0.208345235303986
0.107881621678969	6.85830236583185	0.20329959146873
0.114422187191461	6.67729381480041	0.197909717385495
0.121359065554964	5.91231756687783	0.190401902673564
0.128716227396322	5.05261800132338	0.184698614627042
0.136519084846155	4.32013707235027	0.178897236588875
0.144794576614076	3.92741780551642	0.173269380954946
0.153571257772214	3.82032256359037	0.167610792762502
0.162879394445971	3.59944507697315	0.162767386474043
0.172751063606448	3.04362802715355	0.156999733538972
0.183220258151067	2.7424920902066	0.152310290113684
0.194322997446811	3.11067702008548	0.247939536308166
0.206097443493245	1.90204774687619	9.28880288087538
