0.00649446749555	2706.74527096	1882.51372307
0.00678507896873	2421.10070441	1161.63624476
0.00708869456635	3802.57522512	912.443270902
0.00740589618634	2747.45701462	862.917509978
0.00773729176444	4034.84260766	694.957602154
0.00808351643919	1919.76299994	599.142712193
0.00844523376911	2820.13955865	565.819867526
0.00882313700427	3180.27635562	468.266403424
0.00921795041475	2251.43004226	425.389296563
0.00963043067857	4241.90702445	404.486856893
0.0100613683316	3276.57249987	331.142585555
0.0105115892826	2832.24061834	314.025989181
0.0109819563954	2823.83190157	282.242299241
0.0114733711427	2841.78855396	270.370245267
0.0119867753332	2867.23734192	245.856897423
0.012523152916	2464.3053146	211.682204058
0.0130835318662	2775.18470846	200.790913587
0.013668986154	2789.40814187	185.490888066
0.0142806378028	2785.80855682	159.514372352
0.0149196590385	2631.39519884	154.167203346
0.0155872745353	2423.0553024	134.386720425
0.0162847637616	2482.44682237	125.168506159
0.0170134634313	2467.66655075	117.586698395
0.0177747700641	2627.36454027	111.08276301
0.0185701426603	2438.7147982	98.7016923511
0.0194011054956	2383.31558197	95.5417217963
0.02026925104	2369.32995052	86.9116107587
0.0211762430076	2337.3320435	81.2125630432
0.0221238195426	2089.16101228	77.3152228616
0.0231137965474	2407.23939211	74.622452151
0.0241480711594	2263.17071508	67.7633450718
0.0252286253827	2233.27871886	66.336239408
0.0263575298824	2175.94095311	61.5488634801
0.0275369479477	2218.37084464	59.2642929422
0.0287691396321	2184.55068335	58.4886945915
0.030056466078	2167.79708775	58.8534713673
0.0314013940341	2115.7253452	56.9873517663
0.0328065005743	2214.95560609	55.0117885954
0.0342744780264	2005.90244114	52.997820586
0.0358081391207	2072.26252614	50.1690800309
0.0374104223675	2066.13287445	49.2063060071
0.0390843976736	2040.40045696	47.609921717
0.0408332722088	1930.61371472	45.0997238626
0.0426603965331	1904.43033364	44.0724739267
0.0445692709958	1915.37853785	41.9179591407
0.0465635524181	1918.32428016	40.6647383089
0.0486470610729	1895.4518378	38.8182170595
0.0508237879732	1822.76285474	37.5519362266
0.0530979024829	1776.53795419	37.5748728112
0.0554737602643	1740.47067782	39.0141537532
0.0579559115768	1697.09356414	38.8151087338
0.0605491099413	1685.02535593	38.381821878
0.0632583211862	1647.84733017	37.7552885334
0.0660887328914	1692.47688881	37.3226234681
0.0690457642473	1588.43343775	36.7381807198
0.0721350763453	1522.9289011	35.7872847285
0.0753625829191	1590.82039444	35.3589854676
0.0787344615545	1481.56591476	34.4844563628
0.0822571653883	1380.13475445	33.4082529449
0.0859374353143	1384.35525294	32.9618909128
0.089782312719	1340.53835109	32.2922061457
0.0937991527674	1263.41375296	31.4785541397
0.0979956382604	1211.32092588	30.7429775925
0.102379794087	1150.08684209	30.0420278606
0.106960002294	1040.20179475	29.0568952399
0.111745017795	1027.99697305	28.6106147228
0.116743984748	972.621732802	27.9659112836
0.121966453619	924.886842713	27.3698150635
0.12742239896	822.206106935	26.6305330276
0.133122237931	785.680461058	25.9375686228
0.139076849577	722.910619658	25.3757115302
0.145297594906	620.907248696	24.8300347067
0.151796337772	566.45322718	24.1113311594
0.158585466606	523.157152629	23.565562765
0.165677917005	475.70173916	23.1243732137
0.173087195208	403.332719039	22.637558593
0.18082740249	396.12714592	22.1147509683
0.18891326048	284.261037255	21.6055007089
0.197360137429	336.312804958	32.8889077044
