0.022161   1.000290
0.025320   1.000380
0.032340   1.000610
0.039360   1.000860
0.046380   1.001080
0.053401   1.001200
0.060421   1.001150
0.067441   1.000980
0.074461   1.000860
0.081481   1.001060
0.088501   1.001870
0.095522   1.003540
0.102542   1.006260
0.109562   1.010160
0.116582   1.015070
0.123602   1.020170
0.130622   1.023250
0.137643   1.020430
0.144663   1.008050
0.151683   0.987291
0.158703   0.964891
0.165723   0.946906
0.172744   0.934626
0.179764   0.926407
0.186784   0.920398
0.193453   0.915839
